Agricultural zone,month(bij),month(chara),rainfall (mm),temperature(avg),humidity(avg),sunlight(hour),direction of wind(deg),velocity of wind(km/h),label count,label
9,10.25,10.25,38.66,23.15,71.08,49.15,199.26,11.09,1,red lentil
9,10.25,10.25,46.55,29.75,86.15,49.48,182.18,4.71,1,red lentil
9,10.25,10.25,42.46,32.06,77.89,50.99,204.57,0.14,1,red lentil
9,10.25,10.25,41.6,23.33,85.1,44.73,187.6,11.12,1,red lentil
9,10.25,10.25,38.39,26.01,73.9,45.22,197.06,5.97,1,red lentil
9,10.25,10.25,49.07,27.17,76.36,50.01,192.86,10.59,1,red lentil
10,10.25,10.25,23,27.4,78.5,53,146,3.9,1,red lentil
10,10.25,10.25,17.39,30.2,78.77,50.75,134.42,4.4,1,red lentil
10,10.25,10.25,26.7,32.05,71.48,50.36,141.05,9.64,1,red lentil
10,10.25,10.25,25.74,32.03,79.66,56.64,143.91,5.17,1,red lentil
10,10.25,10.25,27.47,28.07,78.21,52.25,156.68,2.76,1,red lentil
10,10.25,10.25,16.97,28.85,70.62,54.45,140.38,2.51,1,red lentil
10,10.25,10.25,17.44,23.61,72.29,50.73,136.44,2.25,1,red lentil
10,10.25,10.25,30.55,28.14,73.16,49.87,151.17,1.29,1,red lentil
10,10.25,10.25,15.72,29.37,80.8,54.82,153.32,1.88,1,red lentil
10,10.25,10.25,17.72,30.96,88.47,56.53,155.52,0.19,1,red lentil
10,10.25,10.25,20.51,22.72,80.45,52.54,141.46,3.62,1,red lentil
10,10.25,10.25,29.44,31.02,86.23,49.57,142.34,9.09,1,red lentil
10,10.25,10.25,18.95,22.91,76.2,52.35,145.14,0.11,1,red lentil
10,10.25,10.25,21.63,27.94,72.54,52.36,154.5,9.68,1,red lentil
10,10.25,10.25,27.91,28.48,85.08,49.87,136.92,10.43,1,red lentil
10,10.25,10.25,19.67,23.11,71.04,49.18,151.29,5.01,1,red lentil
12,10,10,60,27.5,82.4,43.5,191,4.7,1,red lentil
12,10,10,65.04,26.03,72.82,47.1,179.97,10.97,1,red lentil
12,10,10,56.66,25.56,73.16,41.19,189.98,2.26,1,red lentil
12,10,10,58.92,27.84,89.44,42.74,190.64,3.01,1,red lentil
12,10,10,53.51,23.94,89.2,46.22,201.57,0.94,1,red lentil
12,10,10,53.45,30.33,89.71,39.97,181.44,4.41,1,red lentil
12,10,10,55.57,26.16,74.88,46.69,181.96,10.69,1,red lentil
12,10,10,53.47,24.55,78.82,46.85,198.72,10.15,1,red lentil
12,10,10,64.32,24.34,72.66,46.16,197.78,5.55,1,red lentil
12,10,10,58.17,22.69,88.29,47,199.41,9.7,1,red lentil
12,10,10,63.54,26.89,74.18,42.59,190.09,1.33,1,red lentil
12,10,10,64.27,26.37,85.85,41,184.11,1.4,1,red lentil
12,10,10,64.92,28.51,90.26,40.05,184.7,2.36,1,red lentil
12,10,10,63.42,30.63,75.57,41.5,185.03,7.58,1,red lentil
12,10,10,64.62,29.38,72.58,43.23,179.11,7.21,1,red lentil
12,10,10,55.36,27.38,80.83,44.13,201.97,0.77,1,red lentil
13,10.25,10.25,35.5,26.8,79.9,51.5,134,6.3,1,red lentil
13,10.25,10.25,41.71,31.07,74.06,48.1,144.26,1.66,1,red lentil
13,10.25,10.25,34.41,26.59,71.7,50.33,133.29,12.79,1,red lentil
13,10.25,10.25,29.82,22.13,80.84,49.41,131.75,8.07,1,red lentil
13,10.25,10.25,32.71,26.43,88.87,55.42,125.15,11.24,1,red lentil
13,10.25,10.25,36.91,27.41,77.16,49.19,144.17,3.09,1,red lentil
13,10.25,10.25,38.02,25.91,71.37,49.77,137.09,7.91,1,red lentil
13,10.25,10.25,33.91,23.08,73.58,51.66,141.45,12.59,1,red lentil
13,10.25,10.25,33.31,29.94,85.86,53.75,139.58,6.95,1,red lentil
13,10.25,10.25,33.41,28.83,79.7,52.69,126.93,11.76,1,red lentil
13,10.25,10.25,33.4,28.07,80.95,49.21,137.85,7.23,1,red lentil
13,10.25,10.25,29.48,26.31,81.64,49.37,133.51,0.71,1,red lentil
13,10.25,10.25,39.43,30,74.84,48.69,127.23,7.59,1,red lentil
13,10.25,10.25,41.89,22.03,77.92,55.26,130.04,1.31,1,red lentil
13,10.25,10.25,31.08,28.77,82.49,49.84,135.4,11.57,1,red lentil
13,10.25,10.25,42.81,27.99,87.4,50.01,139.83,4.46,1,red lentil
1,12,12,1.7,21.7,74.3,48.7,225,3.1,2,tomato
1,12,12,4.12,17.53,81.97,49.16,225.72,8.25,2,tomato
1,12,12,2.9,24.53,73.55,49.12,222.56,7.06,2,tomato
1,12,12,8.86,20.18,77.18,52.21,226.67,2.48,2,tomato
1,12,12,6.47,26.41,74.62,51.22,222.92,9.79,2,tomato
1,12,12,0.64,23.99,74.27,47.09,235.41,3.37,2,tomato
1,12,12,6.37,18.85,72.2,51.85,223.46,3.35,2,tomato
1,12,12,4.84,19.06,74.3,49.09,214.31,4.8,2,tomato
1,12,12,2.09,24.4,83.82,50.85,217.33,10.73,2,tomato
1,12,12,5.28,25.21,68.93,45.47,223.47,10.3,2,tomato
1,12,12,3.76,25.78,75.1,44.8,233.96,0.74,2,tomato
1,12,12,1.73,26.65,74.85,48.51,230.19,4.18,2,tomato
1,12,12,2.78,19.99,78.47,52.36,234.25,9.39,2,tomato
1,12,12,2.33,23.78,67.25,51.14,228.19,10.74,2,tomato
1,12,12,5.51,20.71,69.41,51.67,229.95,1.04,2,tomato
1,12,12,2.42,22.89,76.52,45.42,225.69,8.18,2,tomato
2,12,12,1.7,21.7,74.3,48.7,225,3.1,2,tomato
2,12,12,3.33,23.77,66.59,45,234.81,7.08,2,tomato
2,12,12,7.67,19.98,78.75,52.25,232.58,0.59,2,tomato
2,12,12,3.21,21.6,70.38,50.14,227.95,3.83,2,tomato
2,12,12,6.05,17.17,80.32,47.16,228.58,8.23,2,tomato
2,12,12,4.27,21.4,75.99,48.71,219.88,6.41,2,tomato
2,12,12,6.37,20.97,77.42,49.86,214.12,4.78,2,tomato
2,12,12,3.39,20.76,70.14,49.85,233.22,10.52,2,tomato
2,12,12,4.86,23.62,75.65,49.58,229.75,10.53,2,tomato
2,12,12,1.33,19.53,70.95,45.67,216.86,4.57,2,tomato
2,12,12,0.97,18.7,67.57,49.32,224.49,3.76,2,tomato
2,12,12,8.66,17.77,76.17,50.28,218.59,6.28,2,tomato
2,12,12,5.37,26.09,66.58,51.47,227.96,9.78,2,tomato
2,12,12,0.86,19.74,84.01,48.63,230.31,3.24,2,tomato
2,12,12,5.15,17.8,70.01,44.97,232.27,4.7,2,tomato
2,12,12,6.45,24.84,75.48,49.83,213.89,7.16,2,tomato
3,9,9,92.7,28.3,84.5,35.8,185,8.6,2,tomato
3,9,9,87.07,29.59,85.17,34.38,176.16,10.2,2,tomato
3,9,9,88.89,27.02,89.44,36.23,173.33,10.36,2,tomato
3,9,9,90.92,30.97,88.83,39.31,186.19,12.9,2,tomato
3,9,9,97.28,32.16,80.2,39.21,185.76,3.31,2,tomato
3,9,9,86.28,32.96,76.98,38.89,187.79,1.8,2,tomato
3,9,9,96.83,32.44,88.25,36.13,189.33,7.83,2,tomato
3,9,9,98.85,24.71,87.27,34.57,179.14,13.16,2,tomato
3,9,9,98.66,28.06,81.04,38.66,196.1,16.42,2,tomato
3,9,9,92.39,24.28,79.3,38.78,175.96,2.67,2,tomato
3,9,9,99.76,24.66,91.03,34.74,189.02,11.18,2,tomato
3,9,9,93.01,27.72,82.11,37.2,190.06,10.6,2,tomato
3,9,9,98.61,25.69,86.26,35.83,174.86,1.03,2,tomato
3,9,9,100.6,24.97,81.28,35.7,189.09,10.4,2,tomato
3,9,9,100.36,23.33,75,34,183.44,13.19,2,tomato
3,9,9,95.4,24.19,79.84,39.21,195.44,12.93,2,tomato
4,9,9,53,28.8,84.3,32,186,5.3,2,tomato
4,9,9,46.07,23.93,80.3,35.93,193.53,10.04,2,tomato
4,9,9,54.93,27.46,86.51,35.08,193.76,2.34,2,tomato
4,9,9,57.65,24.51,86.74,29.98,187.34,4.97,2,tomato
4,9,9,46.1,29.43,86.41,28.17,178.27,4.18,2,tomato
4,9,9,57.1,31.62,86.3,31.13,180.56,1.78,2,tomato
4,9,9,47.87,28.11,76.14,32.33,177.17,2.49,2,tomato
4,9,9,53.05,26.32,75.45,31.22,181.38,1.81,2,tomato
4,9,9,51.3,26.34,87.4,29.26,175.31,13.09,2,tomato
4,9,9,49.52,24.77,80.54,35.87,179.62,12.6,2,tomato
4,9,9,51.06,23.84,94.15,32.87,190.34,1.87,2,tomato
4,9,9,47.72,33.28,84.13,30.78,175.43,12.32,2,tomato
4,9,9,58.02,30.08,81.11,30.68,177.41,2.15,2,tomato
4,9,9,52.87,31.74,82.11,31.86,189.64,0.45,2,tomato
4,9,9,49.32,23.83,90.81,31.32,182.39,1.96,2,tomato
4,9,9,54.72,25.53,85.97,35.53,196.52,12.25,2,tomato
5,9,9,60.5,29.2,82.5,33.5,163,5.5,2,tomato
5,9,9,54.72,33.85,78.09,30.72,174.42,2.15,2,tomato
5,9,9,54.02,29.92,72.75,35.47,164.01,10.06,2,tomato
5,9,9,59.86,31.91,74.37,37.42,171.19,9.08,2,tomato
5,9,9,60.74,24.57,74.62,30.28,153.18,1.39,2,tomato
5,9,9,54.14,25.76,90.85,36.34,168.34,0.95,2,tomato
5,9,9,54.57,30.04,82.87,31.74,173.9,0.8,2,tomato
5,9,9,62.61,28.16,79.97,30.09,171.94,7.45,2,tomato
5,9,9,60.88,34.2,74.19,32.44,174.81,2.4,2,tomato
5,9,9,57.32,24.62,88.51,34.71,161.44,0.3,2,tomato
5,9,9,56.73,26.23,89.72,33.64,167.26,8.32,2,tomato
5,9,9,61.21,25.03,81.06,34.05,152.89,1.78,2,tomato
5,9,9,59.09,24.25,75.25,30.58,159.67,4.45,2,tomato
5,9,9,60.18,27.08,81.18,31.28,155.03,3.41,2,tomato
5,9,9,60.38,32.36,91.12,34,170.36,2.86,2,tomato
5,9,9,53.35,27.94,79.53,31.52,170.44,2.68,2,tomato
6,11,11,5,24.9,55.4,55,149,3.5,2,tomato
6,11,11,7.88,23.25,51.54,54.57,142.82,5.93,2,tomato
6,11,11,9.47,28.87,60.33,56.12,154.02,1.53,2,tomato
6,11,11,5.28,23.2,53.69,55.07,152.82,2.53,2,tomato
6,11,11,5.37,26.56,58.36,56.34,155.52,9.39,2,tomato
6,11,11,0.73,26.51,50.51,52.26,140.5,3.06,2,tomato
6,11,11,0.93,27.68,48.87,51.4,145.49,7.87,2,tomato
6,11,11,2.25,24.95,50.06,54.51,139.63,1.9,2,tomato
6,11,11,5.28,29.57,58.39,57.77,160.93,4.9,2,tomato
6,11,11,9.72,20.36,45.8,57.63,139.62,0.16,2,tomato
6,11,11,2.79,20.2,47.78,57.29,143.12,2.99,2,tomato
6,11,11,4.03,27.6,51.6,51.07,148.95,4.08,2,tomato
6,11,11,1.31,27.47,60.78,58.28,153.04,2.89,2,tomato
6,11,11,1.93,26.2,45.77,58.07,157.98,3.99,2,tomato
6,11,11,12.54,23,56.3,51.59,152.78,10.27,2,tomato
6,11,11,7.81,22.91,59.82,51.79,153.96,2.42,2,tomato
8,11,11,9,25.9,76,45.5,153,2.5,2,tomato
8,11,11,6.2,27.39,68.99,45.9,162.41,9.03,2,tomato
8,11,11,1.42,23.83,66.29,45.41,160.84,3.59,2,tomato
8,11,11,7.01,28.04,74.65,49.32,161.95,3.12,2,tomato
8,11,11,8.55,21.91,75.73,41.74,146.34,4.65,2,tomato
8,11,11,3.42,27.26,83.29,46.61,143.38,2.47,2,tomato
8,11,11,11.78,27.22,67.93,43.28,153.53,10.37,2,tomato
8,11,11,6.87,24.35,81.28,41.73,163.47,9.2,2,tomato
8,11,11,15.59,26.35,72,46.13,143.64,0.91,2,tomato
8,11,11,11.48,21.81,81.54,44.47,143.36,5.93,2,tomato
8,11,11,10.63,25,71.72,47.33,147.81,1.36,2,tomato
8,11,11,1.64,25.49,81.09,42.05,164.68,7.29,2,tomato
8,11,11,2.96,30.01,67.97,45.47,149.35,7.59,2,tomato
8,11,11,2.57,30.14,80.44,47.59,144.61,5.32,2,tomato
8,11,11,2.02,29.51,69.75,46.39,144.06,1.17,2,tomato
8,11,11,3.44,29.58,83.38,43.97,164.3,9.5,2,tomato
14,10,10,41,29.1,83,41.5,189,4.3,2,tomato
14,10,10,43.5,32.76,91.29,39.48,200.22,3.03,2,tomato
14,10,10,48.22,24.61,82.42,43.14,194.8,3.49,2,tomato
14,10,10,44.42,27.95,87.36,38.71,187.44,1.38,2,tomato
14,10,10,41.1,32.63,80.81,45.32,194.88,1.26,2,tomato
14,10,10,46.75,32.66,89.11,40.56,190.82,1.1,2,tomato
14,10,10,43.11,28.91,90.99,44.42,189.51,0.27,2,tomato
14,10,10,38.2,30.4,79.36,43.75,190.07,11.69,2,tomato
14,10,10,39.33,27.42,86.74,43.81,195.36,1.97,2,tomato
14,10,10,48.2,32.69,86.65,40.74,189.43,3.04,2,tomato
14,10,10,34.88,26.88,92.98,37.74,179.94,11.17,2,tomato
14,10,10,44.8,27.33,90.45,40.4,191.95,4.66,2,tomato
14,10,10,37.27,27.34,78.96,41.15,182.76,6.87,2,tomato
14,10,10,38.01,33.33,85.88,40.7,179.25,2.97,2,tomato
14,10,10,36.32,32.03,86.99,45.2,180.96,1.23,2,tomato
14,10,10,39.84,32.06,85.79,39.02,192,2.81,2,tomato
9,9,9,63,28.7,85.4,28,151,5.6,2,tomato
9,9,9,66.54,24.72,93.38,30.17,140.02,2.3,2,tomato
9,9,9,65.54,28.01,91.96,27.75,150.26,11,2,tomato
9,9,9,55.55,29.56,85.99,31.17,142.7,0.37,2,tomato
9,9,9,66.32,24.51,83.72,25.94,153.94,12.93,2,tomato
9,9,9,58.83,29.16,92.76,30.18,159.92,10.59,2,tomato
9,9,9,55.75,24.71,86.24,24.77,149.87,6.7,2,tomato
9,9,9,66.36,31.77,92.6,27.47,145.51,7.13,2,tomato
9,9,9,62.95,26.17,77.37,30.58,151.45,2.34,2,tomato
9,9,9,59.06,23.91,76.56,27.49,151.55,0.67,2,tomato
9,9,9,61.98,32.73,94.51,29.93,151.83,3.85,2,tomato
9,9,9,61.65,28.26,90.67,28.2,149.15,5.95,2,tomato
9,9,9,63.08,25.56,76.2,30.98,147.63,12.99,2,tomato
9,9,9,62.64,30.4,83.37,25.42,148.58,1.96,2,tomato
9,9,9,63.58,32.02,81.74,31.67,141.02,1.55,2,tomato
9,9,9,62.56,29.9,80.59,31.21,158.11,12.36,2,tomato
10,11,11,7,27.4,78.5,53,146,3.9,2,tomato
10,11,11,6.23,25.88,83.47,52.49,152.3,8.48,2,tomato
10,11,11,9.42,30.24,81.23,53.63,155.47,11.78,2,tomato
10,11,11,5.94,28.82,68.66,53.5,137.17,7.69,2,tomato
10,11,11,11.63,22.51,85.32,54.71,152.35,1.12,2,tomato
10,11,11,4.82,25.57,75.28,53.71,152.09,5.44,2,tomato
10,11,11,9,23.8,85.73,51.03,141.67,3.22,2,tomato
10,11,11,5.25,30.48,81.78,55.08,139.41,5.79,2,tomato
10,11,11,3.82,27.32,72.43,54.44,153.3,2.32,2,tomato
10,11,11,5.36,27.06,76.68,52.9,144.61,1.64,2,tomato
10,11,11,3.7,28.73,88.38,56.62,143.49,10.03,2,tomato
10,11,11,10.1,26.51,81.93,54.03,138.6,7.4,2,tomato
10,11,11,6.97,22.81,77.72,54.75,149.67,7.16,2,tomato
10,11,11,7.13,27.12,86.81,54.79,156.18,6.5,2,tomato
10,11,11,5.02,31.88,84.84,56.61,156.47,7.79,2,tomato
10,11,11,6.48,23.78,78.45,52.07,135.93,0.46,2,tomato
1,11.25,11.25,9,24.8,77.2,49,232,2.7,3,wheat/gom
1,11.25,11.25,13.47,20.71,78.24,48.8,227.25,10.22,3,wheat/gom
1,11.25,11.25,12.45,25.07,75.64,51.46,240.1,1.6,3,wheat/gom
1,11.25,11.25,13.97,27.4,73.53,52.46,227.41,2.19,3,wheat/gom
1,11.25,11.25,7.24,29.23,87.13,49.16,227.81,4.46,3,wheat/gom
1,11.25,11.25,3.41,27.1,83.93,51.94,232.46,10.54,3,wheat/gom
1,11.25,11.25,5.79,24.55,86.3,52.2,242.14,2.73,3,wheat/gom
1,11.25,11.25,16.86,21.47,84.24,48.86,231.63,3.72,3,wheat/gom
1,11.25,11.25,11.76,25.22,73.91,46.02,233.25,1.91,3,wheat/gom
1,11.25,11.25,3.49,21.19,72.35,45.27,223.11,3.9,3,wheat/gom
1,11.25,11.25,13.62,25.65,72.63,51.59,235.85,3.46,3,wheat/gom
1,11.25,11.25,12.26,28.32,79.29,51.96,232.88,1.28,3,wheat/gom
1,11.25,11.25,11.34,24.06,77.42,49.98,233.18,0.7,3,wheat/gom
1,11.25,11.25,4.88,26.82,83.44,50.52,220.97,4.73,3,wheat/gom
1,11.25,11.25,12.59,29.79,75.52,46.79,235.54,0.89,3,wheat/gom
1,11.25,11.25,11.81,25.37,71.31,50.63,241.07,8.14,3,wheat/gom
2,11.25,11.25,0,24.2,72,55,202,3.7,3,wheat/gom
2,11.25,11.25,2.58,23.7,77.49,53.53,209.45,2.77,3,wheat/gom
2,11.25,11.25,0.6,24.13,64.02,53.02,210.11,0.15,3,wheat/gom
2,11.25,11.25,6.76,27.11,66.24,56.9,198.4,3.62,3,wheat/gom
2,11.25,11.25,7.48,28.77,65.93,56.79,198.61,3.05,3,wheat/gom
2,11.25,11.25,7.44,22.51,79.85,53.15,206.9,3.7,3,wheat/gom
2,11.25,11.25,0.2,27.71,71.76,52.16,205.11,4.15,3,wheat/gom
2,11.25,11.25,5.74,24.73,63.15,53.54,206.37,6.91,3,wheat/gom
2,11.25,11.25,3.78,24.11,74.19,57.7,204.31,1.28,3,wheat/gom
2,11.25,11.25,5.39,26.92,73.74,55.97,211.94,1.58,3,wheat/gom
2,11.25,11.25,2.4,19.91,73.7,56.78,206.47,2.51,3,wheat/gom
2,11.25,11.25,4.36,28.24,66.74,53.15,211.32,7.18,3,wheat/gom
2,11.25,11.25,2.32,20.53,81.06,56.24,193.56,1.79,3,wheat/gom
2,11.25,11.25,6.96,20,75.18,58.22,212.82,7.37,3,wheat/gom
2,11.25,11.25,3.56,19.4,69.44,53.98,210.72,6.42,3,wheat/gom
2,11.25,11.25,3.83,23.91,75.49,52.9,203.59,8.54,3,wheat/gom
4,11.75,11.75,2.5,22.5,74,48.5,195,3.3,3,wheat/gom
4,11.75,11.75,5.06,26.07,68.46,51.12,191.78,0.77,3,wheat/gom
4,11.75,11.75,1.8,24.16,81.35,47.5,203.77,5.44,3,wheat/gom
4,11.75,11.75,0.36,26.32,80.35,45.48,185.55,3.38,3,wheat/gom
4,11.75,11.75,8.68,20.07,73.26,51.86,202.78,10.57,3,wheat/gom
4,11.75,11.75,1.37,27.34,76.04,45.62,206.01,4.09,3,wheat/gom
4,11.75,11.75,3.1,24.34,73.92,51.52,183.24,2.27,3,wheat/gom
4,11.75,11.75,3.2,22.11,81.63,49.23,205.72,8.26,3,wheat/gom
4,11.75,11.75,0.11,21.15,82.55,44.97,188.43,6.74,3,wheat/gom
4,11.75,11.75,5.47,22.07,74.81,50.82,190.46,2.53,3,wheat/gom
4,11.75,11.75,2.38,22.42,79.39,45.4,196.77,2.28,3,wheat/gom
4,11.75,11.75,10.36,24.1,69.69,48.34,206.19,10.85,3,wheat/gom
4,11.75,11.75,3.51,20.05,78.81,46.27,194.29,2.11,3,wheat/gom
4,11.75,11.75,9.47,17.63,77.4,52.05,189.11,9.47,3,wheat/gom
4,11.75,11.75,1.7,26.4,65.44,46.05,199.31,1.14,3,wheat/gom
4,11.75,11.75,3.21,24.39,77.43,48.27,184.4,2.59,3,wheat/gom
5,11.25,11.25,6,24.3,72,51.5,199,3.7,3,wheat/gom
5,11.25,11.25,2.51,28.48,73.76,47.87,203.63,5.94,3,wheat/gom
5,11.25,11.25,13.67,25.19,69.34,49.74,204.48,9.77,3,wheat/gom
5,11.25,11.25,3.4,19.87,65.02,48.07,205.15,9.99,3,wheat/gom
5,11.25,11.25,3.61,22.28,64.53,47.85,209.63,1.96,3,wheat/gom
5,11.25,11.25,0.24,20.24,63.87,53.53,209.83,5.24,3,wheat/gom
5,11.25,11.25,13.24,28.66,73.34,51.7,190.39,0.22,3,wheat/gom
5,11.25,11.25,10.62,23.84,63.79,47.93,199.27,0.69,3,wheat/gom
5,11.25,11.25,3.78,23.27,76.62,50.94,188.65,0.73,3,wheat/gom
5,11.25,11.25,0.6,27.89,67.41,48.95,203.69,3.63,3,wheat/gom
5,11.25,11.25,12.72,27.4,62.87,54.74,209.26,0.52,3,wheat/gom
5,11.25,11.25,8.57,24.44,65.55,52.62,204.87,0.88,3,wheat/gom
5,11.25,11.25,13.57,26.58,75.97,52.31,187.32,2.43,3,wheat/gom
5,11.25,11.25,8.33,23.36,78.89,49.36,201.3,7.54,3,wheat/gom
5,11.25,11.25,1.92,20.42,75.4,53.59,201.76,10.05,3,wheat/gom
5,11.25,11.25,12.91,25.68,81.49,49.31,194.14,0.86,3,wheat/gom
6,11.25,11.25,0,23,73.8,52,154,3.7,3,wheat/gom
6,11.25,11.25,7.66,25.84,73.58,52.02,142.84,8.48,3,wheat/gom
6,11.25,11.25,5.89,21.86,83.01,53.71,156.74,9.38,3,wheat/gom
6,11.25,11.25,2.99,22.89,66.77,50.39,152.31,2.96,3,wheat/gom
6,11.25,11.25,6.95,20.38,77.69,52.67,156.34,2.38,3,wheat/gom
6,11.25,11.25,6.73,23.39,73.94,53.53,160.13,10.6,3,wheat/gom
6,11.25,11.25,5.46,22.61,63.94,54.42,148.37,8.86,3,wheat/gom
6,11.25,11.25,5.64,26.4,73.99,55.91,159.18,8.71,3,wheat/gom
6,11.25,11.25,6.42,19.8,74.08,54.93,155.93,3.55,3,wheat/gom
6,11.25,11.25,6.61,23.14,69.95,54.48,155.61,5.02,3,wheat/gom
6,11.25,11.25,4.25,27.9,66.72,48.68,157.47,0.35,3,wheat/gom
6,11.25,11.25,3.83,19.91,65.93,53.95,158.35,1.94,3,wheat/gom
6,11.25,11.25,0.47,22.46,77.64,55.1,165.96,8.44,3,wheat/gom
6,11.25,11.25,6.49,19.06,64.36,52.79,161.97,2.16,3,wheat/gom
6,11.25,11.25,6.36,24.25,82.29,52.74,152.3,3.16,3,wheat/gom
6,11.25,11.25,2.79,21.01,80.8,55.5,161.58,5.04,3,wheat/gom
7,11.25,11.25,8,24.4,74.3,49.5,202,208,3,wheat/gom
7,11.25,11.25,6.06,21.34,67.79,46.13,196.05,208.66,3,wheat/gom
7,11.25,11.25,5.9,25.85,77.57,45.57,212.31,212.64,3,wheat/gom
7,11.25,11.25,3.98,23.9,75.44,49.53,205.6,204.84,3,wheat/gom
7,11.25,11.25,3.89,22.28,82.31,51.1,193.31,212.76,3,wheat/gom
7,11.25,11.25,9.59,24.33,69.06,53.47,195.74,210.64,3,wheat/gom
7,11.25,11.25,12.48,21.74,82.14,45.69,202.23,202.81,3,wheat/gom
7,11.25,11.25,8.38,24.99,80.43,50.79,201.82,212.55,3,wheat/gom
7,11.25,11.25,5.31,20.93,65.53,45.85,197.16,201.98,3,wheat/gom
7,11.25,11.25,3.38,24.89,79.42,52.97,213.95,200.31,3,wheat/gom
7,11.25,11.25,1.31,26.05,77.39,50.74,190.13,206.98,3,wheat/gom
7,11.25,11.25,6.29,27.95,67.52,50.28,199.14,209.65,3,wheat/gom
7,11.25,11.25,5.55,20.19,80.18,49.3,201.72,207.8,3,wheat/gom
7,11.25,11.25,4.03,29.12,83.64,50.74,196.64,207.45,3,wheat/gom
7,11.25,11.25,14.68,28.78,79.38,52.51,205.78,206.73,3,wheat/gom
7,11.25,11.25,14.02,28.45,64.61,49.19,196.36,207.07,3,wheat/gom
8,11.25,11.25,7.5,24.2,72.8,49.5,177,2.5,3,wheat/gom
8,11.25,11.25,0.03,21.79,69.95,46.59,167.23,9.07,3,wheat/gom
8,11.25,11.25,11.6,25.65,75.66,49.06,187.07,10.03,3,wheat/gom
8,11.25,11.25,3.16,27.54,68.52,46.73,173.04,2.65,3,wheat/gom
8,11.25,11.25,0.04,24.75,79.26,52.45,177.66,7.02,3,wheat/gom
8,11.25,11.25,3.51,24.31,79.12,46.67,173.65,3.11,3,wheat/gom
8,11.25,11.25,3.7,22.4,80.44,52.78,177.39,1.42,3,wheat/gom
8,11.25,11.25,12.47,28.17,80.39,50.22,172.18,0.54,3,wheat/gom
8,11.25,11.25,9.12,19.88,68.17,47.1,166.03,9.97,3,wheat/gom
8,11.25,11.25,13.07,23.16,63.6,49.83,166.27,10.3,3,wheat/gom
8,11.25,11.25,5.36,26.46,69.97,48.47,167.2,5.2,3,wheat/gom
8,11.25,11.25,5.76,21.08,66.95,49.17,169.61,1.05,3,wheat/gom
8,11.25,11.25,12.37,26.08,64.77,47.69,177.5,1.06,3,wheat/gom
8,11.25,11.25,6.81,20.53,64.78,50.72,188.65,9.54,3,wheat/gom
8,11.25,11.25,2.19,27.03,72.97,49.99,167.02,3.13,3,wheat/gom
8,11.25,11.25,13.32,23.19,70.98,48.56,186.87,5.49,3,wheat/gom
14,11.25,11.25,8,24.7,73.6,52.5,189,3.8,3,wheat/gom
14,11.25,11.25,3.87,20.63,77.75,51.92,200.88,1.19,3,wheat/gom
14,11.25,11.25,9.21,21.77,73.27,51.27,189.9,5.63,3,wheat/gom
14,11.25,11.25,4.33,21.16,78.05,49.53,199.99,0.84,3,wheat/gom
14,11.25,11.25,5.22,26.41,70.49,53.9,191.4,6.9,3,wheat/gom
14,11.25,11.25,7.86,20.42,64.82,48.54,178.3,3.45,3,wheat/gom
14,11.25,11.25,0.45,22.99,78.47,48.53,187.69,0,3,wheat/gom
14,11.25,11.25,1.78,22.91,75.61,55.49,191.27,3.93,3,wheat/gom
14,11.25,11.25,14.12,22.06,66.58,55.28,178.86,3.03,3,wheat/gom
14,11.25,11.25,13.06,28.78,82.84,49.9,184.98,2.78,3,wheat/gom
14,11.25,11.25,15.76,23.53,74.56,54.25,184.45,8.78,3,wheat/gom
14,11.25,11.25,10.69,21.98,80.68,49,191.27,1.73,3,wheat/gom
14,11.25,11.25,4.94,21.09,79.87,52.97,178.11,8.1,3,wheat/gom
14,11.25,11.25,10.38,20.08,64.38,56.07,194,10.92,3,wheat/gom
14,11.25,11.25,5.95,25.32,65.02,49.53,198.68,3.36,3,wheat/gom
14,11.25,11.25,2.85,26.2,68.72,48.86,198.66,0.33,3,wheat/gom
9,11,11,7,25.9,78,51,186,3.7,3,wheat/gom
9,11,11,13.2,21.92,75.94,54.08,182.66,2.4,3,wheat/gom
9,11,11,13.73,24.43,76.74,54,178.02,2.63,3,wheat/gom
9,11,11,11.62,28.2,81.52,52.33,190.36,0.25,3,wheat/gom
9,11,11,10.15,28.21,83.6,52.51,176.72,9.87,3,wheat/gom
9,11,11,9.89,30.44,87.08,50.17,191.16,0.68,3,wheat/gom
9,11,11,8.21,26.66,71.91,53.56,175.91,11.41,3,wheat/gom
9,11,11,13.1,28.38,77.1,49.97,179.37,7.63,3,wheat/gom
9,11,11,13.89,23.99,80.47,54.27,193.45,1.91,3,wheat/gom
9,11,11,1.94,25.72,87.78,49.31,183.01,1.39,3,wheat/gom
9,11,11,9.78,23.97,69.79,52.25,183.33,2.38,3,wheat/gom
9,11,11,9.64,24.55,78.77,54.25,184.82,2,3,wheat/gom
9,11,11,2.47,29.94,78.74,50.14,195.81,0.68,3,wheat/gom
9,11,11,5.34,24.98,84.65,48.68,193.83,4.49,3,wheat/gom
9,11,11,3.67,27.29,82.4,51.84,196.28,0.05,3,wheat/gom
9,11,11,2.33,28.73,69.98,52.16,196.3,2.39,3,wheat/gom
